,Sensor_Name,Variable,Value,Timestamp,Flagged,Location_WKT,Sensor_Centroid_Longitude,Ground_Height_Above_Sea_Level,Sensor_Centroid_Latitude,Sensor_Height_Above_Ground,Broker_Name,Raw_ID
0,PER_TTN_SENSECAP_AIR_06,Internal Humidity,73.8,2025-01-01 00:59:32,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
1,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.5,2025-01-01 00:59:32,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
2,PER_TTN_SENSECAP_AIR_06,Internal Humidity,73.8,2025-01-01 01:59:39,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
3,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.4,2025-01-01 01:59:39,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
4,PER_TTN_SENSECAP_AIR_06,Internal Humidity,73.4,2025-01-01 02:59:47,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
5,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.5,2025-01-01 02:59:47,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
6,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.4,2025-01-01 03:59:54,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
7,PER_TTN_SENSECAP_AIR_06,Internal Humidity,72.7,2025-01-01 03:59:54,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
8,PER_TTN_SENSECAP_AIR_06,Internal Humidity,72.0,2025-01-01 05:00:01,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
9,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.4,2025-01-01 05:00:01,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
10,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.5,2025-01-01 06:00:09,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
11,PER_TTN_SENSECAP_AIR_06,Internal Humidity,71.5,2025-01-01 06:00:09,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
12,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.4,2025-01-01 07:00:16,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
13,PER_TTN_SENSECAP_AIR_06,Internal Humidity,72.5,2025-01-01 07:00:16,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
14,PER_TTN_SENSECAP_AIR_06,Internal Humidity,72.7,2025-01-01 08:00:24,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
15,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.5,2025-01-01 08:00:24,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
16,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.5,2025-01-01 09:00:31,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
17,PER_TTN_SENSECAP_AIR_06,Internal Humidity,71.2,2025-01-01 09:00:31,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
18,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.4,2025-01-01 10:00:39,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
19,PER_TTN_SENSECAP_AIR_06,Internal Humidity,70.2,2025-01-01 10:00:39,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
20,PER_TTN_SENSECAP_AIR_06,Internal Humidity,71.3,2025-01-01 11:00:46,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
21,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.4,2025-01-01 11:00:46,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
22,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.4,2025-01-01 12:00:54,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
23,PER_TTN_SENSECAP_AIR_06,Internal Humidity,71.7,2025-01-01 12:00:54,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
24,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.2,2025-01-01 13:01:01,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
25,PER_TTN_SENSECAP_AIR_06,Internal Humidity,67.7,2025-01-01 13:01:01,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
26,PER_TTN_SENSECAP_AIR_06,Internal Humidity,63.9,2025-01-01 14:01:09,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
27,PER_TTN_SENSECAP_AIR_06,Internal Temperature,12.9,2025-01-01 14:01:09,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
28,PER_TTN_SENSECAP_AIR_06,Internal Temperature,12.8,2025-01-01 15:01:16,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
29,PER_TTN_SENSECAP_AIR_06,Internal Humidity,62.6,2025-01-01 15:01:16,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
30,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.0,2025-01-01 16:01:24,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
31,PER_TTN_SENSECAP_AIR_06,Internal Humidity,62.4,2025-01-01 16:01:24,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
32,PER_TTN_SENSECAP_AIR_06,Internal Humidity,61.7,2025-01-01 17:01:31,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
33,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.0,2025-01-01 17:01:31,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
34,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.1,2025-01-01 18:01:39,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
35,PER_TTN_SENSECAP_AIR_06,Internal Humidity,61.3,2025-01-01 18:01:39,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
36,PER_TTN_SENSECAP_AIR_06,Internal Temperature,13.0,2025-01-01 19:01:46,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
37,PER_TTN_SENSECAP_AIR_06,Internal Humidity,59.3,2025-01-01 19:01:46,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
38,PER_TTN_SENSECAP_AIR_06,Internal Temperature,12.9,2025-01-01 20:01:54,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
39,PER_TTN_SENSECAP_AIR_06,Internal Humidity,57.6,2025-01-01 20:01:54,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
