,Sensor_Name,Variable,Value,Timestamp,Flagged,Location_WKT,Sensor_Centroid_Longitude,Ground_Height_Above_Sea_Level,Sensor_Centroid_Latitude,Sensor_Height_Above_Ground,Broker_Name,Raw_ID
0,PER_TTN_SENSECAP_AIR_05,Internal Humidity,87.7,2025-02-01 00:08:41,False,POINT(-1.625703 54.973379),-1.625703,70.0,54.973379,68.0,LORA,80121
1,PER_TTN_SENSECAP_AIR_05,Internal Temperature,5.0,2025-02-01 00:08:41,False,POINT(-1.625703 54.973379),-1.625703,70.0,54.973379,68.0,LORA,80121
2,PER_TTN_SENSECAP_AIR_06,Internal Humidity,64.8,2025-02-01 00:13:34,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
3,PER_TTN_SENSECAP_AIR_06,Internal Temperature,11.0,2025-02-01 00:13:34,False,POINT(-1.625301 54.973588),-1.625301,70.0,54.973588,68.0,LORA,80123
4,PER_NE_CAJT_NCA189_BR3_SJB2,Plates Matching,2.0,2025-02-01 00:16:00,False,"LINESTRING(-1.63616906955424 54.9817218898528,-1.62158717134441 54.973787503231)",-1.628878120449325,79.9499969482422,54.9777546965419,2.0,NE Travel Data API,73162
5,PER_NE_CAJT_NCA189_BR3_SJB2,Plates Out,6.0,2025-02-01 00:16:00,False,"LINESTRING(-1.63616906955424 54.9817218898528,-1.62158717134441 54.973787503231)",-1.628878120449325,79.9499969482422,54.9777546965419,2.0,NE Travel Data API,73162
6,PER_NE_CAJT_NCA189_BR3_SJB2,Plates In,20.0,2025-02-01 00:16:00,False,"LINESTRING(-1.63616906955424 54.9817218898528,-1.62158717134441 54.973787503231)",-1.628878120449325,79.9499969482422,54.9777546965419,2.0,NE Travel Data API,73162
7,PER_NE_CAJT_NCA189_SJB2_BR3,Journey Time,106.0,2025-02-01 00:16:00,False,"LINESTRING(-1.62151252520077 54.9734188344729,-1.63570463447405 54.9812442299792)",-1.62860857983741,75.3300018310547,54.977331532226046,2.0,NE Travel Data API,73173
8,PER_NE_CAJT_NCA189_SJB2_BR3,Plates In,7.0,2025-02-01 00:16:00,False,"LINESTRING(-1.62151252520077 54.9734188344729,-1.63570463447405 54.9812442299792)",-1.62860857983741,75.3300018310547,54.977331532226046,2.0,NE Travel Data API,73173
9,PER_NE_CAJT_NCA189_SJB2_BR3,Plates Out,20.0,2025-02-01 00:16:00,False,"LINESTRING(-1.62151252520077 54.9734188344729,-1.63570463447405 54.9812442299792)",-1.62860857983741,75.3300018310547,54.977331532226046,2.0,NE Travel Data API,73173
